Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
The Bedquilt and Other Stories,"A collection of stories touches on such topics as love, war, race relations, women's rights, and the trials of marriage",['Dorothy Canfield Fisher'],http://books.google.com/books/content?id=H9Xljcj8J0IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=H9Xljcj8J0IC&printsec=frontcover&dq=The+Bedquilt+and+Other+Stories&hl=&cd=1&source=gbs_api,University of Missouri Press,1997,http://books.google.nl/books?id=H9Xljcj8J0IC&dq=The+Bedquilt+and+Other+Stories&hl=&source=gbs_api,['Fiction'],
Rand McNally Greater Rochester Street Guide,"Shows Rochester and vicinity ; ""Block numbers & ZIP codes shown on maps ; Schools, shopping malls, hospitals, and more""--Cover.","['Rand McNally and Company (NA)', 'Rand McNally and Company']",http://books.google.com/books/content?id=DWW1QQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=DWW1QQAACAAJ&dq=Rand+McNally+Greater+Rochester+Street+Guide&hl=&cd=1&source=gbs_api,,2005,http://books.google.nl/books?id=DWW1QQAACAAJ&dq=Rand+McNally+Greater+Rochester+Street+Guide&hl=&source=gbs_api,['Travel'],
The Best Short Stories of Edgar Allan Poe,"A complete collection of the writings of Poe, including his mysteries, fantasies, satires, and poems",['Edgar Allan Poe'],http://books.google.com/books/content?id=XVXxSBd6LVIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=XVXxSBd6LVIC&dq=The+Best+Short+Stories+of+Edgar+Allan+Poe&hl=&cd=1&source=gbs_api,Bantam Books,1966,http://books.google.nl/books?id=XVXxSBd6LVIC&dq=The+Best+Short+Stories+of+Edgar+Allan+Poe&hl=&source=gbs_api,['Fiction'],1180.0
A Sierra Club Naturalist's Guide: The Piedmont,,['Michael A. Godfrey'],,http://books.google.nl/books?id=l-wiJQAACAAJ&dq=A+Sierra+Club+Naturalist%27s+Guide:+The+Piedmont&hl=&cd=1&source=gbs_api,Random House (NY),1980,http://books.google.nl/books?id=l-wiJQAACAAJ&dq=A+Sierra+Club+Naturalist%27s+Guide:+The+Piedmont&hl=&source=gbs_api,['Natural history'],
Burmese (Myanmar) Dictionary of Grammatical Forms,"This dictionary is a comprehensive list and account of grammatical forms, providing a much needed supplement to the standard Burmese-English dictionaries, where the grammatical forms receive scant attention.","['John Okell', 'Anna Allott']",http://books.google.com/books/content?id=a-MRrn4Nj8QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=a-MRrn4Nj8QC&printsec=frontcover&dq=Burmese+(Myanmar)+Dictionary+of+Grammatical+Forms&hl=&cd=1&source=gbs_api,Psychology Press,2001,http://books.google.nl/books?id=a-MRrn4Nj8QC&dq=Burmese+(Myanmar)+Dictionary+of+Grammatical+Forms&hl=&source=gbs_api,['Reference'],1.0
Where the Cypress Rises,"History, tradition, art and festivals and friendship are the themes that Australian artist Virginia Ryan effortlessly interweaves throughout her intriguing personal memoir. 'Where the Cypress Rises' tells the story of her family's growing affection for a hill town in central Italy. ""It was midsummer. The thick, cloying blanket of afternoon heat spread itself drowsily across the Umbrian landscape, leaving the earth scorched under a sun-bleached sky. On far-off mountaintops storms were brewing and distant thunder seemed to rise from a sunstruck earth, an incantation from other times. We drove on and on in a trance towards the hill town of Trevi, only casting aside weariness with the excitement of seeing our new home again. The recently acquired object of our desires was an abandoned olive mill clinging to the edge of tree-lined slopes on the outskirts of the town, purchased quite impulsively the previous summer.""",['Virginia Ryan'],http://books.google.com/books/content?id=4kVIjddzRTMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=4kVIjddzRTMC&pg=PA38&dq=Where+the+Cypress+Rises&hl=&cd=1&source=gbs_api,Strictly Literary,2008,http://books.google.nl/books?id=4kVIjddzRTMC&dq=Where+the+Cypress+Rises&hl=&source=gbs_api,"['Artists, Australian']",
The Wisdom of the Zen Masters,"A collection of Chinese and Japanese stories and sayings illustrating the spirit, practice, and teachings of Zen Buddhism",['Irmgard Schloegl'],http://books.google.com/books/content?id=3L-BjqZtwjwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=3L-BjqZtwjwC&printsec=frontcover&dq=The+Wisdom+of+the+Zen+Masters&hl=&cd=1&source=gbs_api,New Directions Publishing,1976,http://books.google.nl/books?id=3L-BjqZtwjwC&dq=The+Wisdom+of+the+Zen+Masters&hl=&source=gbs_api,['Philosophy'],
Theories of Primitive Religion,p.57-68; Religious beliefs of Aborigines - quotes Durkheims theory.,['Edward Evan Evans-Pritchard'],http://books.google.com/books/content?id=wosKAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=wosKAQAAIAAJ&q=Theories+of+Primitive+Religion&dq=Theories+of+Primitive+Religion&hl=&cd=1&source=gbs_api,,1965,http://books.google.nl/books?id=wosKAQAAIAAJ&dq=Theories+of+Primitive+Religion&hl=&source=gbs_api,['Ethnology in the Bible'],
The House on Mulberry Street,,['Maan Meyers'],http://books.google.com/books/content?id=pT6IDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=pT6IDQAAQBAJ&printsec=frontcover&dq=The+House+on+Mulberry+Street&hl=&cd=1&source=gbs_api,Speaking Volumes,,https://play.google.com/store/books/details?id=pT6IDQAAQBAJ&source=gbs_api,['Fiction'],1.0
We shall not forgive!: The horrors of the German invasion in documents and photographs,,,,http://books.google.nl/books?id=2d6SswEACAAJ&dq=We+shall+not+forgive!:+The+horrors+of+the+German+invasion+in+documents+and+photographs&hl=&cd=1&source=gbs_api,,1942,http://books.google.nl/books?id=2d6SswEACAAJ&dq=We+shall+not+forgive!:+The+horrors+of+the+German+invasion+in+documents+and+photographs&hl=&source=gbs_api,"['World War, 1939-1945']",
The Cross Stitch Motif Bible: 1000 Motifs in Easy-to-Follow Color Charts,"This fabulous collection of 1,000 cross stitch motifs, each in the form of an easy-to-follow chart, will enable embroiderers to incorporate their work into pictures, samplers, cards and tapestries!Fully illustrated with step-by-step instructions on basic techniques and needed materials, novice embroiderers as well as experts can easily create each design. A unique spiral-bound format enables crafters to lay the book flat for ease of use when following the stitch charts.- 1,000 versatile cross stitch motifs- Step-by-step instructions for basic techniques and materials- Lay-flat spiral-bound format",['Jan Eaton'],http://books.google.com/books/content?id=REQyuQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=REQyuQEACAAJ&dq=The+Cross+Stitch+Motif+Bible:+1000+Motifs+in+Easy-to-Follow+Color+Charts&hl=&cd=1&source=gbs_api,Krause Publications,2005-09-01,http://books.google.nl/books?id=REQyuQEACAAJ&dq=The+Cross+Stitch+Motif+Bible:+1000+Motifs+in+Easy-to-Follow+Color+Charts&hl=&source=gbs_api,['Crafts & Hobbies'],
"Year Books of Edward II, Vol. XXVI (Part I). the Eyre of London..",,['Edward II (King of England)'],,"http://books.google.nl/books?id=kuQrMwEACAAJ&dq=Year+Books+of+Edward+II,+Vol.+XXVI+(Part+I).+the+Eyre+of+London..&hl=&cd=1&source=gbs_api",,1968,"http://books.google.nl/books?id=kuQrMwEACAAJ&dq=Year+Books+of+Edward+II,+Vol.+XXVI+(Part+I).+the+Eyre+of+London..&hl=&source=gbs_api",,
The Pro: Lessons from My Father About Golf and Life,"Butch Harmon is the world’s number one golf coach. He taught Tiger Woods through one of the greatest stretches of victories in golf history (and, perhaps even more conspicuously, did not teach Tiger Woods following his unprecedented run), as well as superstars like Greg Norman, Adam Scott, Fred Couples, Darren Clarke, Natalie Gulbis, and Davis Love III. How did he become such a legendary teacher and mentor? The answer is simple: He learned from watching his father. The Harmons are the First Family of golf, and Claude Harmon, Sr., was the greatest of them all. His skill as a player, an innovator, a teacher, a devoted father, a loyal friend, and a peer of giants such as Ben Hogan has gone largely unappreciated by all but those who knew him best. In this book by his son, he finally gets his due. In The Pro, Butch Harmon paints a compelling portrait of an era in sports before the emergence of big media and bigger money, and shows how the lessons he learned about life and golf at his father’s knee made him the man he is today. The Pro is both a family and a golf memoir, as well as an inside look at what it takes to teach the Tigers of the world. It describes how Butch and his brothers, who are also teachers, transfer their father’s unique wit, wisdom, and philosophy to the next generation of golfers. Sometimes their advice relates to the game, sometimes they simply offer words of encouragement and motivation, sometimes they make pointed criticisms intended to shock their students into focus, and sometimes they try to impart simple advice about “walking around through life.” The Harmon brothers are teachers who share a special quality: All of their lessons are passed down from their father. Millions of golf fans know Butch Harmon; many are even familiar with his father and brothers. But never before have we been given such an intimate look at life among the legends of golf. The Pro is the story of an extraordinary father and son that will resonate with anyone who has ever looked back on life and recognized the wisdom of their parents’ teachings. ""Golf's hard,"" Dad would say, pointing a meaty finger at me as if he were about to reveal the secret of the Rosetta Stone. “Good golf is damn hard, and championship golf is something only a few will ever see. But that’s how it should be. If it were easy, everybody would do it. And where’s the fun in that?” From Butch Harmon, the world’s number one golf coach, comes the inside story of how he learned everything he knows about golf and life from his father, Claude Harmon, Sr. Both a family memoir and a reminiscence of growing up among the legends of sport, The Pro is a portrait of one extraordinary family and the game that will carry their legacy for years to come.",['Butch Harmon'],http://books.google.com/books/content?id=zJf8OcVoBNYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=zJf8OcVoBNYC&printsec=frontcover&dq=The+Pro:+Lessons+from+My+Father+About+Golf+and+Life&hl=&cd=1&source=gbs_api,Crown,2006-05-09,https://play.google.com/store/books/details?id=zJf8OcVoBNYC&source=gbs_api,['Sports & Recreation'],
Gates of Freedom,"This book considers de Cleyre's speeches, letters, and essays, including her most well known essay, ""Sex slavery"". Pt I brings current critical concerns to bear on de Cleyre's writings, exploring her contributions to the anarchist movement, her analysis of justice and violence, and her views on women, sexuality, and the body. Eugenia DeLamotte demonstrates both de Cleyre's literary significance and the importance of her work to feminist theory, women's studies, literary and cultural studies, U.S. history, and contemporary social and cultural analysis. Pt II presents a thematically organized selection of de Cleyre's writings.","['Eugenia C. DeLamotte', 'Voltairine De Cleyre']",http://books.google.com/books/content?id=qkc_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=qkc_DwAAQBAJ&printsec=frontcover&dq=Gates+of+Freedom&hl=&cd=1&source=gbs_api,University of Michigan Press,2004-09-15,http://books.google.nl/books?id=qkc_DwAAQBAJ&dq=Gates+of+Freedom&hl=&source=gbs_api,['Biography & Autobiography'],
Wallace Stevens: A Poet's Growth,"In Wallace Stevens: A Poet’s Growth, George S. Lensing examines Stevens’ gradual emergence and development as a poet, tracing his life from his formative years in Pennsylvania to his careers as a lawyer for the Hartford Accident and Indemnity Company and as one of the major poets of the twentieth century. Lensing draws extensively upon previously unpublished material from the Stevens archive at the Huntington Library, which contains letters, early drafts of poems, and notebooks. Two notebooks,Schemata and From Pieces of Paper, are here reproduced in full. The study is divided into three sections. In the first, Lensing examines the years before the publication of Sevens’ first volume of poetry, paying special attention to the forces that hindered and enhanced his progress toward modernity. In the second, we see Stevens in the exercise of his craft. Lensing discusses the influence of the Romantics on the verse Stevens wrote as an undergraduate at Harvard; his interest in Oriental art, Cubism, and Fauvism; his anticipation of Imagism; and his imitation of certain French Symbolists. Sources of the epigraphs to Stevens’ poems are identified fully for the first time, suggesting the role of Stevens’ vast reading upon his poetry. Also considered is Stevens’ voluminous correspondence with people from all over the world, some of whom he never met personally. These letters helped rescue Stevens from the insularity of his business life and aided in the making of his poems. The final section treats the critical responses to Stevens’ poetry by such people as Harriet Monroe, editor and founder of Poetry, who was the first important reader and publisher of his work. Attention is also given to Stevens’ explications of his poems. Wallace Stevens: A Poet’s Growth is a comprehensive examination of Stevens’ live and work. This study provides abundant new material, which will be of value to scholars and to those readers who are drawn to Stevens’ poetry.",['George S. Lensing'],http://books.google.com/books/content?id=_l14DQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=_l14DQAAQBAJ&dq=Wallace+Stevens:+A+Poet%27s+Growth&hl=&cd=1&source=gbs_api,LSU Press,1986-12,http://books.google.nl/books?id=_l14DQAAQBAJ&dq=Wallace+Stevens:+A+Poet%27s+Growth&hl=&source=gbs_api,['Literary Criticism'],
